Universidade;Ano;Mês;Função;Grupo Natureza;Origem Recursos;Orçamento Inicial LOA;Total Orçamentário Até Mês;Total Orçamentário No Mês;Disponibilidade Orçamentária Até Mês;Disponibilidade Orçamentária No Mês;Empenhado Até Mês;Empenhado No Mês;Liquidado Até Mês;Liquidado No Mês;Pago Até Mês;Pago No Mês;Valor Empenhado;Valor Liquidado;Valor Pago;Fator Correção
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;2576830,57;0;736237,31;0;0;0;0;0;0;0;0;0;0;0;3,067655445
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;1020946,41;0;1020946,41;0;1020946,41;95285,55;1020915,73;184680,9;887345,6;89395,34;792060,05;1020915,73;887345,6;792060,05;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;35584803,16;0;35584803,16;0;1227062,18;116257,36;825415,15;238068,65;814782,51;195792,28;772506,14;825415,15;814782,51;772506,14;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;14724746,14;3420015,55;18144761,69;5844987,98;18144761,69;4243255,65;18124485,65;4332128,57;18143761,91;3885604,2;17697237,54;18124485,65;18143761,91;17697237,54;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;3374420,99;821150,01;5321400,55;821150,01;5321400,55;858139,52;5316298,79;1478697,05;5318745,49;292020,18;4132068,63;5316298,79;5318745,49;4132068,63;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;1533827,72;0;1533827,72;705560,75;705560,75;249001,93;249001,93;181326,38;181326,38;181326,38;181326,38;249001,93;181326,38;181326,38;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;37000771,56;0;37000771,56;-33517,2;17040957,91;1111397,49;14912400,82;2577340,57;13835614,37;1564690,33;12819535,59;14912400,82;13835614,37;12819535,59;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;87412627,17;0;87412627,17;45987,22;7804299,51;765511,54;6246734,58;1064515,58;3708903,29;816788,48;3461176,19;6246734,58;3708903,29;3461176,19;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;129823178,4;6644078,48;136467256,9;35517302,47;136467256,9;25058701,26;136448668,7;25278096,15;136466042,6;25016634,26;136204580,8;136448668,7;136466042,6;136204580,8;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;10430028,51;-2454124,36;6850074,61;0;6850074,61;241763,09;6818383;1849179,17;6802679,24;812369,61;5743384,01;6818383;6802679,24;5743384,01;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;3006302,34;-583971,16;2085441,25;957108,5;2085425,92;948746,93;2077064,35;1113398,49;2077064,35;104420,26;1068086,12;2077064,35;2077064,35;1068086,12;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;3305950,92;-821150,01;2484800,91;0;2484800,91;-270,94;2484529,98;737722,3;2484529,98;193151,73;1939959,41;2484529,98;2484529,98;1939959,41;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;264125,13;0;264125,13;0;135360,3;0;3367,4;0;3367,4;0;3367,4;3367,4;3367,4;3367,4;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;13998478,71;0;13952463,88;-248480,09;9304140,68;1184575,89;7522807,58;1272164,72;7078601,78;1303689,76;7068199,18;7522807,58;7078601,78;7068199,18;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;16715685,2;0;16761700,03;368118,65;4562085,27;838920,14;3631831,52;424122,66;2546507,38;422650,19;2545034,91;3631831,52;2546507,38;2545034,91;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;5 - INVERSÕES FINANCEIRAS;O - OUTRAS FONTES;92029,66;0;92029,66;0;92029,66;0;76691,39;0;76691,39;0;76691,39;76691,39;76691,39;76691,39;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;82326669,18;177924,02;81707002,78;1214791,56;81705505,76;12870395,35;80722245,1;14063492,42;80707020,94;14098948,2;80620491,34;80722245,1;80707020,94;80620491,34;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;14981570,25;-177924,02;13269818,51;-177924,02;13055082,63;703309,25;11091679;1204888,03;10921866,14;1232277,71;10881547,85;11091679;10921866,14;10881547,85;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;20706,67;0;20706,67;0;0;0;0;0;0;0;0;0;0;0;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;1619353,96;-408857,12;1210496,84;0;1204361,53;196792,37;929748,17;130472,6;863425,34;119925,91;852878,65;929748,17;863425,34;852878,65;3,067655445
